order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2856606,6807,test,4,2,17,30.0
3208138,6808,prior,1,5,16,
1517806,6808,prior,2,5,18,0.0
2407769,6808,prior,3,5,14,7.0
812832,6808,prior,4,5,15,7.0
3241395,6808,prior,5,1,17,3.0
1906596,6808,prior,6,2,13,1.0
900669,6808,prior,7,5,13,3.0
2016585,6808,prior,8,0,17,2.0
591453,6808,prior,9,1,13,1.0
2630089,6808,prior,10,2,12,1.0
1532545,6808,prior,11,4,14,2.0
3084563,6808,prior,12,1,14,4.0
583954,6808,prior,13,2,13,1.0
1007436,6808,prior,14,4,13,2.0
659323,6808,prior,15,0,13,3.0
1532401,6808,prior,16,2,16,2.0
89725,6808,prior,17,4,14,2.0
839678,6808,prior,18,0,09,3.0
1568383,6808,prior,19,4,14,4.0
2766458,6808,prior,20,0,13,3.0
3042833,6808,prior,21,4,15,4.0
1439888,6808,prior,22,4,20,0.0
2657281,6808,prior,23,0,15,3.0
1384186,6808,prior,24,2,17,2.0
2242996,6808,prior,25,4,14,2.0
2550526,6808,prior,26,0,10,17.0
3120997,6808,prior,27,0,16,0.0
2935477,6808,prior,28,3,12,3.0
1461361,6808,prior,29,0,11,4.0
2789807,6808,prior,30,4,14,4.0
3168118,6808,prior,31,0,11,3.0
413071,6808,prior,32,4,14,4.0
648543,6808,prior,33,0,09,3.0
574473,6808,prior,34,5,13,5.0
379916,6808,prior,35,3,10,5.0
2701277,6808,prior,36,0,16,4.0
2144030,6808,prior,37,4,13,4.0
1088475,6808,prior,38,0,14,3.0
2749544,6808,prior,39,4,13,4.0
3354620,6808,prior,40,0,11,3.0
2114318,6808,prior,41,4,14,4.0
2506548,6808,prior,42,0,09,3.0
14718,6808,prior,43,4,13,4.0
543203,6808,prior,44,5,09,1.0
3025552,6808,prior,45,0,10,2.0
1386336,6808,prior,46,3,12,3.0
1438656,6808,prior,47,4,14,1.0
1289975,6808,prior,48,5,09,1.0
1957498,6808,prior,49,0,10,2.0
1922765,6808,prior,50,4,14,4.0
3219590,6808,prior,51,0,08,3.0
3171556,6808,prior,52,3,17,3.0
2441868,6808,prior,53,0,09,4.0
169369,6808,prior,54,4,15,4.0
2187018,6808,prior,55,0,08,3.0
2890700,6808,prior,56,4,07,4.0
1904073,6808,prior,57,4,13,0.0
3023930,6808,prior,58,6,19,2.0
422935,6808,prior,59,0,14,1.0
1219316,6808,prior,60,4,11,4.0
1647058,6808,prior,61,0,12,3.0
1753922,6808,prior,62,3,15,3.0
1668140,6808,prior,63,0,15,4.0
1830861,6808,prior,64,4,11,4.0
2919739,6808,prior,65,0,08,3.0
3306803,6808,prior,66,4,12,4.0
3343470,6808,prior,67,4,19,0.0
1289190,6808,prior,68,2,18,5.0
3358277,6808,prior,69,4,11,2.0
1358158,6808,prior,70,4,16,0.0
2900010,6808,prior,71,6,10,2.0
623358,6808,prior,72,0,13,1.0
3061264,6808,prior,73,0,15,0.0
1733328,6808,train,74,1,09,1.0
2907785,6809,prior,1,0,14,
3202421,6809,prior,2,0,14,7.0
2205680,6809,prior,3,4,18,25.0
1147584,6809,train,4,1,10,30.0
3417443,6810,prior,1,1,11,
2965045,6810,prior,2,3,12,2.0
3027764,6810,prior,3,1,09,5.0
791135,6810,prior,4,3,16,2.0
2401271,6810,prior,5,6,15,3.0
1144630,6810,prior,6,4,20,5.0
1883365,6810,prior,7,0,20,3.0
693235,6810,prior,8,3,20,3.0
732266,6810,prior,9,1,19,5.0
1658636,6810,prior,10,4,08,3.0
1744291,6810,prior,11,2,14,5.0
2181990,6810,prior,12,6,12,4.0
1439285,6810,prior,13,1,20,2.0
3208437,6810,prior,14,6,11,5.0
1225672,6810,prior,15,1,16,2.0
2214003,6810,prior,16,5,14,4.0
2815932,6810,prior,17,2,19,4.0
919099,6810,prior,18,1,15,6.0
2864258,6810,prior,19,3,15,2.0
2849932,6810,prior,20,6,17,3.0
2887548,6810,prior,21,2,06,3.0
1651766,6810,prior,22,4,15,2.0
1787564,6810,prior,23,1,13,4.0
3054639,6810,prior,24,2,20,1.0
1011870,6810,prior,25,5,08,3.0
2003889,6810,prior,26,1,15,3.0
624319,6810,prior,27,4,07,3.0
1554250,6810,prior,28,6,17,2.0
373001,6810,prior,29,1,21,2.0
2374805,6810,prior,30,4,07,3.0
2310312,6810,prior,31,6,09,2.0
976678,6810,prior,32,3,15,4.0
3258200,6810,prior,33,1,15,5.0
824104,6810,prior,34,4,07,3.0
851610,6810,prior,35,6,11,2.0
637280,6810,prior,36,0,10,8.0
958251,6810,prior,37,2,20,2.0
177604,6810,prior,38,0,08,5.0
1447158,6810,prior,39,3,07,3.0
2969972,6810,prior,40,0,18,4.0
2305980,6810,prior,41,6,21,6.0
1344351,6810,prior,42,0,05,15.0
746577,6810,prior,43,3,19,3.0
755249,6810,prior,44,0,07,4.0
217318,6810,prior,45,3,20,3.0
1251767,6810,prior,46,0,14,4.0
268621,6810,prior,47,2,21,2.0
884843,6810,prior,48,6,16,4.0
2076469,6810,prior,49,2,20,3.0
1676689,6810,prior,50,0,21,5.0
2811446,6810,prior,51,2,05,9.0
1513575,6810,prior,52,4,22,2.0
3354032,6810,prior,53,6,18,2.0
1360674,6810,prior,54,3,07,4.0
1278306,6810,prior,55,5,06,2.0
2323442,6810,prior,56,0,21,2.0
3233782,6810,prior,57,0,21,0.0
14985,6810,prior,58,3,20,3.0
1451427,6810,prior,59,5,12,9.0
468007,6810,prior,60,2,19,4.0
758042,6810,prior,61,3,20,1.0
2138776,6810,prior,62,0,19,4.0
2099937,6810,prior,63,1,18,1.0
1880843,6810,prior,64,0,11,6.0
530257,6810,prior,65,5,10,5.0
2563569,6810,prior,66,3,06,19.0
135241,6810,train,67,0,15,4.0
900207,6811,prior,1,0,12,
1105525,6811,prior,2,6,13,30.0
1537574,6811,prior,3,0,09,15.0
2875581,6811,prior,4,6,18,20.0
1904989,6811,prior,5,0,16,22.0
1946616,6811,prior,6,6,11,20.0
959159,6811,prior,7,6,08,28.0
3006913,6811,prior,8,6,18,21.0
1172563,6811,prior,9,5,15,20.0
2675315,6811,prior,10,0,14,30.0
1502578,6811,prior,11,5,16,30.0
2860931,6811,train,12,6,22,8.0
1197684,6812,prior,1,0,18,
2201435,6812,prior,2,4,17,25.0
2192983,6812,prior,3,4,19,7.0
748227,6812,prior,4,6,18,9.0
342625,6812,prior,5,0,17,8.0
1904753,6812,prior,6,0,18,14.0
2430795,6812,prior,7,1,18,8.0
996338,6812,prior,8,2,18,8.0
1650084,6812,prior,9,1,18,6.0
1250864,6812,prior,10,0,19,6.0
918292,6812,prior,11,1,18,8.0
1749196,6812,prior,12,0,11,6.0
229443,6812,prior,13,0,15,7.0
2023049,6812,prior,14,6,08,6.0
1186822,6812,prior,15,0,09,8.0
1045332,6812,prior,16,2,06,9.0
2820538,6812,prior,17,0,18,5.0
369142,6812,prior,18,3,19,3.0
3355753,6812,prior,19,5,15,9.0
2294651,6812,prior,20,0,18,2.0
992242,6812,prior,21,2,19,9.0
10793,6812,prior,22,3,17,15.0
878025,6812,train,23,4,13,30.0
3014748,6813,prior,1,2,22,
1230835,6813,prior,2,1,22,20.0
685804,6813,prior,3,4,09,24.0
2240732,6813,prior,4,4,19,0.0
2703088,6813,prior,5,5,09,22.0
815992,6813,prior,6,6,11,15.0
2323162,6813,prior,7,0,10,29.0
3387483,6813,prior,8,0,07,30.0
2533917,6813,train,9,6,21,30.0
260343,6814,prior,1,2,10,
176386,6814,prior,2,3,19,30.0
1859026,6814,prior,3,3,17,30.0
2795496,6814,prior,4,3,14,7.0
604893,6814,prior,5,0,17,18.0
2626811,6814,prior,6,5,14,5.0
1834210,6814,prior,7,5,10,14.0
1870484,6814,prior,8,3,11,30.0
2112916,6814,prior,9,2,14,20.0
1416669,6814,train,10,4,16,9.0
3249541,6815,prior,1,3,19,
385620,6815,prior,2,5,13,9.0
1074116,6815,prior,3,1,16,10.0
2251688,6815,prior,4,6,18,12.0
1524170,6815,prior,5,4,17,12.0
3059816,6815,prior,6,5,14,1.0
477893,6815,prior,7,3,17,30.0
1333016,6815,prior,8,6,18,10.0
2166113,6815,test,9,3,16,30.0
2541244,6816,prior,1,4,16,
586202,6816,prior,2,4,21,30.0
2868149,6816,prior,3,4,20,30.0
3221125,6816,prior,4,0,21,30.0
2458436,6816,prior,5,5,15,12.0
1417812,6816,prior,6,6,16,8.0
1099770,6816,prior,7,3,07,4.0
672253,6816,prior,8,3,07,30.0
461416,6816,train,9,1,20,30.0
1765041,6817,prior,1,0,11,
1908855,6817,prior,2,5,14,5.0
2668473,6817,prior,3,0,14,2.0
974926,6817,prior,4,1,10,8.0
2555952,6817,prior,5,4,15,10.0
387216,6817,prior,6,4,11,7.0
2366722,6817,prior,7,0,13,10.0
1453723,6817,prior,8,5,11,30.0
1119904,6817,prior,9,1,20,10.0
28724,6817,prior,10,5,13,4.0
2400052,6817,prior,11,6,15,22.0
898597,6817,prior,12,6,12,14.0
2767347,6817,train,13,5,17,30.0
2638056,6818,prior,1,6,13,
665040,6818,prior,2,6,14,0.0
2726952,6818,prior,3,0,14,1.0
2724312,6818,prior,4,6,13,6.0
3235535,6818,prior,5,1,15,30.0
923280,6818,prior,6,2,18,15.0
1932308,6818,prior,7,0,12,19.0
1910564,6818,prior,8,4,13,18.0
570555,6818,prior,9,5,14,30.0
3068235,6818,prior,10,4,14,27.0
1082084,6818,prior,11,4,15,21.0
1717593,6818,prior,12,3,12,30.0
2744002,6818,test,13,0,18,4.0
637084,6819,prior,1,3,13,
2556440,6819,prior,2,5,13,2.0
1454962,6819,prior,3,2,12,4.0
516280,6819,prior,4,4,16,30.0
3261928,6819,prior,5,5,18,29.0
1941811,6819,prior,6,1,14,30.0
3007356,6819,prior,7,0,19,6.0
1657648,6819,prior,8,4,14,4.0
310087,6819,prior,9,2,12,12.0
1896340,6819,prior,10,2,13,0.0
138543,6819,prior,11,1,11,6.0
2362628,6819,prior,12,0,16,13.0
112635,6819,prior,13,1,09,1.0
2719764,6819,prior,14,3,12,9.0
2889109,6819,prior,15,2,13,13.0
1994137,6819,prior,16,5,12,17.0
1611156,6819,prior,17,6,17,22.0
1057509,6819,prior,18,4,16,5.0
138903,6819,prior,19,0,15,3.0
3420955,6819,prior,20,1,15,1.0
1910724,6819,prior,21,3,10,16.0
2756115,6819,prior,22,1,16,12.0
2962451,6819,prior,23,1,17,7.0
2174041,6819,prior,24,5,14,4.0
1999633,6819,prior,25,5,18,21.0
1803297,6819,prior,26,4,10,6.0
2059346,6819,train,27,3,10,20.0
1509256,6820,prior,1,3,08,
554016,6820,prior,2,1,13,5.0
2695682,6820,prior,3,3,10,9.0
1525540,6820,prior,4,3,09,14.0
715635,6820,prior,5,3,10,7.0
2755485,6820,prior,6,3,10,7.0
1096585,6820,prior,7,3,10,14.0
2105067,6820,prior,8,3,09,7.0
1762463,6820,prior,9,3,09,7.0
1753304,6820,prior,10,3,10,7.0
1145476,6820,prior,11,3,09,7.0
3374805,6820,prior,12,3,09,14.0
2122585,6820,prior,13,3,10,14.0
2751242,6820,prior,14,3,05,7.0
8733,6820,prior,15,3,09,7.0
2879705,6820,prior,16,3,09,7.0
3210812,6820,prior,17,3,09,7.0
3234737,6820,prior,18,3,11,7.0
1582867,6820,prior,19,2,09,6.0
1721036,6820,prior,20,3,09,15.0
849279,6820,prior,21,3,09,0.0
3216465,6820,prior,22,2,10,13.0
2318640,6820,prior,23,3,09,15.0
1729280,6820,prior,24,3,09,14.0
2619172,6820,prior,25,2,14,20.0
1112019,6820,test,26,3,09,15.0
1803674,6821,prior,1,6,20,
2258689,6821,prior,2,3,20,4.0
2521024,6821,prior,3,0,19,4.0
2024766,6821,prior,4,4,09,4.0
2110676,6821,prior,5,1,23,4.0
1738449,6821,prior,6,1,07,7.0
3025306,6821,prior,7,3,12,2.0
355467,6821,prior,8,3,21,7.0
971746,6821,prior,9,2,09,13.0
158331,6821,prior,10,5,13,3.0
252955,6821,prior,11,0,12,2.0
3331454,6821,prior,12,4,10,4.0
233226,6821,prior,13,1,13,4.0
3307289,6821,prior,14,4,08,3.0
1947960,6821,prior,15,6,08,2.0
732402,6821,prior,16,0,09,8.0
1366312,6821,prior,17,5,17,5.0
3390158,6821,prior,18,3,22,5.0
1675473,6821,prior,19,1,10,5.0
2719124,6821,prior,20,4,07,3.0
3285692,6821,prior,21,2,13,5.0
3338409,6821,prior,22,3,16,1.0
1962240,6821,prior,23,1,11,5.0
443654,6821,prior,24,1,15,7.0
709454,6821,prior,25,1,16,0.0
600378,6821,prior,26,4,12,3.0
2862208,6821,prior,27,0,09,3.0
892754,6821,prior,28,1,10,1.0
2841460,6821,prior,29,2,10,8.0
3012796,6821,prior,30,4,22,2.0
1633292,6821,prior,31,2,18,5.0
289800,6821,prior,32,5,09,3.0
376100,6821,prior,33,2,09,18.0
1830476,6821,prior,34,3,06,8.0
2511338,6821,prior,35,4,09,8.0
449835,6821,prior,36,2,22,5.0
2389219,6821,prior,37,4,09,2.0
1321165,6821,prior,38,2,22,5.0
2323144,6821,prior,39,2,16,7.0
3179916,6821,prior,40,1,20,6.0
1536785,6821,prior,41,5,14,4.0
2531099,6821,prior,42,5,08,7.0
1066586,6821,prior,43,2,13,4.0
771989,6821,prior,44,4,09,9.0
1649653,6821,prior,45,6,08,2.0
1453491,6821,prior,46,1,02,9.0
2405777,6821,prior,47,2,12,8.0
304194,6821,prior,48,4,09,2.0
8268,6821,prior,49,2,11,5.0
603815,6821,prior,50,5,09,3.0
60545,6821,prior,51,0,20,2.0
3040565,6821,prior,52,4,07,4.0
669624,6821,prior,53,1,08,11.0
1409263,6821,prior,54,3,09,2.0
2795876,6821,prior,55,5,15,2.0
3404821,6821,prior,56,4,14,6.0
998636,6821,prior,57,4,09,7.0
1348460,6821,prior,58,3,16,6.0
1274273,6821,prior,59,3,09,7.0
2770955,6821,prior,60,0,11,4.0
159187,6821,prior,61,4,07,4.0
2677587,6821,prior,62,1,08,4.0
1554448,6821,prior,63,3,21,2.0
3133081,6821,prior,64,5,10,2.0
611523,6821,prior,65,2,07,4.0
828255,6821,prior,66,3,10,8.0
88140,6821,prior,67,1,08,5.0
373519,6821,prior,68,3,11,2.0
2786280,6821,prior,69,2,16,6.0
1326325,6821,prior,70,0,10,5.0
159544,6821,prior,71,1,14,8.0
725660,6821,prior,72,3,00,9.0
2465772,6821,prior,73,0,10,4.0
923365,6821,prior,74,3,11,3.0
1553955,6821,train,75,0,22,4.0
1955611,6822,prior,1,5,15,
1034289,6822,prior,2,5,12,14.0
5922,6822,prior,3,4,11,6.0
318557,6822,prior,4,1,11,4.0
1244633,6822,prior,5,2,14,8.0
1089414,6822,prior,6,4,10,9.0
2847330,6822,prior,7,2,14,19.0
937936,6822,prior,8,5,20,10.0
3327815,6822,prior,9,1,16,10.0
2562839,6822,prior,10,3,17,2.0
1041122,6822,prior,11,2,14,6.0
1773151,6822,prior,12,2,20,7.0
3204735,6822,prior,13,5,20,10.0
251156,6822,prior,14,0,19,9.0
989887,6822,prior,15,6,17,6.0
1708042,6822,prior,16,2,15,24.0
2821418,6822,prior,17,3,11,30.0
985937,6822,prior,18,6,12,17.0
2021412,6822,prior,19,3,13,11.0
836840,6822,prior,20,2,15,30.0
179221,6822,prior,21,5,16,17.0
1651556,6822,test,22,3,15,26.0
1264507,6823,prior,1,2,17,
2973431,6823,prior,2,6,14,4.0
1452963,6823,prior,3,3,17,4.0
1040755,6823,prior,4,0,16,4.0
3185208,6823,prior,5,2,22,2.0
2979176,6823,prior,6,5,10,10.0
2793506,6823,prior,7,6,01,8.0
2292650,6823,prior,8,1,19,9.0
304933,6823,prior,9,5,09,18.0
2694521,6823,train,10,4,14,6.0
1078131,6824,prior,1,1,17,
344335,6824,prior,2,3,10,2.0
1244431,6824,prior,3,4,12,1.0
142711,6824,prior,4,1,13,30.0
2668516,6824,prior,5,3,12,2.0
545412,6824,prior,6,6,07,3.0
1515043,6824,train,7,2,17,3.0
1135182,6825,prior,1,6,09,
1612890,6825,prior,2,4,19,5.0
2211663,6825,prior,3,5,15,8.0
1161545,6825,prior,4,4,17,6.0
693051,6825,prior,5,6,10,2.0
1969658,6825,prior,6,4,17,5.0
2548219,6825,train,7,6,10,9.0
3035620,6826,prior,1,5,11,
1282889,6826,prior,2,5,12,7.0
2535145,6826,prior,3,5,13,14.0
1596558,6826,prior,4,3,17,30.0
1525296,6826,test,5,2,17,30.0
1346064,6827,prior,1,5,10,
311102,6827,prior,2,3,12,30.0
351570,6827,prior,3,4,11,30.0
185411,6827,prior,4,4,09,7.0
102296,6827,prior,5,1,12,30.0
3229395,6827,prior,6,0,15,13.0
2005723,6827,prior,7,3,10,10.0
562316,6827,prior,8,6,16,3.0
2243577,6827,prior,9,2,16,3.0
3334502,6827,prior,10,3,10,1.0
1813661,6827,prior,11,6,09,3.0
1531261,6827,prior,12,2,14,3.0
2412744,6827,prior,13,4,15,16.0
334674,6827,prior,14,1,10,4.0
697795,6827,prior,15,4,10,10.0
311014,6827,prior,16,2,11,19.0
189971,6827,prior,17,3,08,8.0
1487334,6827,prior,18,3,13,7.0
2267225,6827,prior,19,2,10,6.0
2348733,6827,prior,20,4,10,9.0
588421,6827,prior,21,4,15,14.0
542089,6827,prior,22,1,13,4.0
3222488,6827,train,23,3,16,23.0
505824,6828,prior,1,6,19,
3281024,6828,prior,2,6,11,7.0
2529826,6828,prior,3,3,17,11.0
1386413,6828,prior,4,6,17,10.0
341127,6828,prior,5,3,10,4.0
2378111,6828,prior,6,6,14,3.0
628797,6828,prior,7,5,09,6.0
560293,6828,prior,8,5,11,0.0
410131,6828,prior,9,5,17,7.0
220247,6828,prior,10,4,18,6.0
3373760,6828,prior,11,5,12,8.0
126847,6828,prior,12,5,11,7.0
271292,6828,prior,13,2,21,11.0
1611536,6828,prior,14,6,09,4.0
2532194,6828,prior,15,0,14,1.0
789552,6828,prior,16,0,20,7.0
1406874,6828,prior,17,5,11,12.0
2848693,6828,prior,18,6,22,30.0
1460588,6828,prior,19,1,16,2.0
2160199,6828,prior,20,4,22,3.0
1629110,6828,prior,21,2,21,5.0
3050777,6828,prior,22,0,20,12.0
2037446,6828,prior,23,3,18,3.0
2411885,6828,prior,24,6,15,3.0
451267,6828,prior,25,1,14,9.0
3054717,6828,prior,26,2,09,1.0
1337309,6828,prior,27,6,20,4.0
1354162,6828,prior,28,6,20,7.0
2859193,6828,prior,29,3,16,11.0
241961,6828,prior,30,4,22,8.0
1830784,6828,train,31,5,11,8.0
308803,6829,prior,1,3,19,
1275655,6829,prior,2,5,15,2.0
548902,6829,prior,3,6,10,30.0
2469081,6829,train,4,0,16,30.0
595558,6830,prior,1,0,18,
2144239,6830,prior,2,0,13,7.0
2674361,6830,prior,3,0,15,7.0
556594,6830,prior,4,0,16,14.0
1142255,6830,prior,5,0,15,28.0
1635906,6830,prior,6,0,13,21.0
1701639,6830,train,7,0,15,21.0
823759,6831,prior,1,6,23,
679327,6831,prior,2,3,08,4.0
1598143,6831,prior,3,4,21,1.0
2242639,6831,prior,4,3,18,6.0
903897,6831,prior,5,3,19,14.0
1931422,6831,prior,6,1,14,19.0
3357000,6831,prior,7,1,11,14.0
2125102,6831,prior,8,6,21,5.0
2275831,6831,prior,9,1,12,2.0
1528707,6831,prior,10,4,08,10.0
675451,6831,prior,11,1,00,4.0
975307,6831,prior,12,0,18,30.0
265931,6831,train,13,6,11,30.0
1552184,6832,prior,1,4,15,
3285603,6832,prior,2,5,12,15.0
279193,6832,prior,3,4,14,6.0
1767056,6832,prior,4,5,16,8.0
83919,6832,prior,5,4,11,13.0
740,6832,prior,6,4,22,30.0
602263,6832,prior,7,6,13,9.0
530100,6832,prior,8,0,14,8.0
1298540,6832,prior,9,4,16,11.0
2596615,6832,prior,10,3,15,6.0
1660896,6832,prior,11,1,15,30.0
3174888,6832,test,12,1,14,30.0
2737233,6833,prior,1,4,10,
1952059,6833,prior,2,6,11,2.0
345765,6833,prior,3,4,07,19.0
3358859,6833,prior,4,3,15,27.0
1270896,6833,prior,5,2,12,20.0
93309,6833,prior,6,4,11,30.0
3111920,6833,prior,7,1,11,11.0
1806581,6833,prior,8,5,08,11.0
43603,6833,prior,9,5,15,7.0
1053919,6833,prior,10,4,09,20.0
99826,6833,prior,11,3,08,6.0
1499965,6833,prior,12,2,08,6.0
357039,6833,prior,13,2,09,7.0
495822,6833,prior,14,2,07,7.0
691452,6833,prior,15,5,08,30.0
2186547,6833,prior,16,3,12,19.0
2615709,6833,prior,17,5,09,16.0
3077381,6833,prior,18,2,10,11.0
1749583,6833,prior,19,1,08,6.0
3010211,6833,prior,20,1,10,7.0
2518777,6833,prior,21,2,11,1.0
1101835,6833,test,22,3,09,29.0
3101051,6834,prior,1,4,16,
3120012,6834,prior,2,6,14,30.0
1711276,6834,prior,3,1,13,9.0
2245800,6834,train,4,0,11,30.0
617383,6835,prior,1,3,09,
3167114,6835,prior,2,1,22,19.0
54562,6835,prior,3,4,06,30.0
571251,6835,prior,4,1,06,11.0
656295,6835,prior,5,4,06,10.0
1326607,6835,prior,6,4,05,7.0
1834556,6835,prior,7,1,05,11.0
2834962,6835,prior,8,4,15,30.0
1147351,6835,prior,9,1,05,30.0
2945200,6835,prior,10,4,06,3.0
2809982,6835,prior,11,3,06,6.0
1350253,6835,prior,12,5,06,2.0
1011589,6835,train,13,0,07,2.0
116251,6836,prior,1,5,15,
698248,6836,prior,2,0,13,16.0
2329466,6836,prior,3,3,16,3.0
2905669,6836,prior,4,0,13,4.0
2606324,6836,train,5,6,12,6.0
2740285,6837,prior,1,5,12,
892215,6837,prior,2,2,12,11.0
252230,6837,prior,3,4,10,30.0
1915791,6837,prior,4,2,08,12.0
3021972,6837,prior,5,4,09,9.0
2196023,6837,prior,6,1,15,11.0
691095,6837,prior,7,1,13,7.0
2734197,6837,prior,8,1,09,7.0
971195,6837,prior,9,3,11,2.0
2267582,6837,prior,10,5,12,2.0
2495666,6837,prior,11,1,08,3.0
326354,6837,prior,12,4,09,3.0
2045786,6837,prior,13,4,08,7.0
1670032,6837,train,14,5,08,1.0
2902687,6838,prior,1,5,12,
3265366,6838,prior,2,0,12,30.0
2056490,6838,prior,3,1,18,30.0
573177,6838,prior,4,1,18,28.0
1549055,6838,prior,5,5,10,30.0
1160109,6838,train,6,2,22,30.0
3118599,6839,prior,1,2,17,
3294591,6839,prior,2,2,12,30.0
423652,6839,prior,3,5,12,24.0
1307317,6839,prior,4,1,16,30.0
1674026,6839,prior,5,2,13,8.0
495408,6839,test,6,2,16,30.0
1896222,6840,prior,1,0,15,
1374571,6840,prior,2,6,14,20.0
2565073,6840,prior,3,6,17,7.0
1355760,6840,prior,4,1,17,9.0
2476723,6840,prior,5,6,14,5.0
2203166,6840,prior,6,3,15,18.0
402416,6840,test,7,6,06,10.0
3164722,6841,prior,1,4,10,
206648,6841,prior,2,5,12,30.0
2389124,6841,prior,3,0,11,23.0
1016948,6841,prior,4,0,12,14.0
979200,6841,prior,5,1,16,8.0
2388310,6841,prior,6,0,09,20.0
3024528,6841,prior,7,0,11,30.0
81496,6841,prior,8,0,09,14.0
216205,6841,prior,9,5,19,5.0
3072076,6841,prior,10,0,13,9.0
2306576,6841,prior,11,3,17,10.0
1310364,6841,prior,12,6,09,10.0
1706765,6841,prior,13,1,17,16.0
614329,6841,prior,14,2,18,22.0
1411173,6841,prior,15,0,10,19.0
751333,6841,prior,16,3,18,3.0
962040,6841,prior,17,6,10,10.0
2518784,6841,prior,18,0,14,8.0
290231,6841,prior,19,0,18,28.0
18245,6841,prior,20,6,17,13.0
1658818,6841,prior,21,0,13,15.0
2562964,6841,prior,22,6,07,13.0
2487368,6841,prior,23,0,11,8.0
2818183,6841,train,24,0,12,7.0
636478,6842,prior,1,1,12,
823510,6842,prior,2,2,12,8.0
2201722,6842,prior,3,6,12,18.0
1273082,6842,train,4,2,13,10.0
1040092,6843,prior,1,4,20,
449299,6843,prior,2,4,21,14.0
2084016,6843,prior,3,1,21,30.0
543223,6843,prior,4,2,21,15.0
2244651,6843,prior,5,3,12,30.0
3124570,6843,train,6,0,11,30.0
3393677,6844,prior,1,5,13,
2042600,6844,prior,2,3,07,19.0
3235449,6844,prior,3,4,08,22.0
3269523,6844,train,4,1,16,11.0
2369503,6845,prior,1,0,14,
1313102,6845,prior,2,2,15,2.0
1262804,6845,prior,3,3,14,1.0
1734212,6845,prior,4,1,08,5.0
2942851,6845,prior,5,1,10,14.0
394773,6845,train,6,1,06,14.0
1413668,6846,prior,1,2,13,
1569725,6846,prior,2,2,17,30.0
41275,6846,prior,3,5,13,30.0
3247144,6846,prior,4,1,10,24.0
3056586,6846,prior,5,3,10,9.0
1378141,6846,test,6,1,12,30.0
413637,6847,prior,1,0,08,
2071470,6847,prior,2,1,12,8.0
3043496,6847,prior,3,6,19,12.0
2415773,6847,prior,4,0,16,30.0
823128,6847,prior,5,1,19,30.0
2820933,6847,test,6,5,10,11.0
2719276,6848,prior,1,5,12,
1169179,6848,prior,2,5,12,28.0
1191322,6848,prior,3,5,17,30.0
863490,6848,train,4,1,09,30.0
2034481,6849,prior,1,6,18,
1006064,6849,prior,2,0,16,15.0
2568766,6849,prior,3,0,17,7.0
2214482,6849,prior,4,4,18,4.0
1989743,6849,prior,5,4,18,7.0
2942052,6849,prior,6,0,19,3.0
1836717,6849,prior,7,6,15,13.0
1588842,6849,prior,8,6,18,7.0
2131926,6849,prior,9,5,09,13.0
510964,6849,prior,10,6,19,8.0
3237445,6849,train,11,6,08,21.0
2774365,6850,prior,1,0,17,
1097603,6850,prior,2,4,12,30.0
2595807,6850,prior,3,4,14,21.0
2070186,6850,prior,4,1,17,30.0
1797993,6850,prior,5,1,23,21.0
397370,6850,prior,6,3,14,30.0
2716576,6850,prior,7,4,12,8.0
1528746,6850,train,8,4,12,14.0
12322,6851,prior,1,1,08,
1889697,6851,prior,2,4,16,10.0
1527865,6851,prior,3,4,12,7.0
1532432,6851,prior,4,4,12,0.0
263426,6851,prior,5,0,21,17.0
23578,6851,prior,6,1,15,8.0
2366618,6851,prior,7,2,11,30.0
1012606,6851,prior,8,0,15,30.0
1377496,6851,prior,9,4,13,25.0
3256489,6851,prior,10,2,09,30.0
1614289,6851,prior,11,4,01,23.0
2218628,6851,prior,12,6,17,2.0
96076,6851,prior,13,3,19,18.0
505916,6851,prior,14,6,13,10.0
746798,6851,prior,15,2,20,10.0
1231936,6851,prior,16,0,16,5.0
3047667,6851,prior,17,2,13,9.0
890893,6851,prior,18,3,16,8.0
649226,6851,prior,19,0,10,18.0
2891993,6851,prior,20,3,15,3.0
365311,6851,prior,21,4,12,8.0
1718216,6851,prior,22,6,17,9.0
1935075,6851,prior,23,0,19,1.0
3274747,6851,prior,24,2,19,2.0
1317991,6851,prior,25,4,05,2.0
10084,6851,prior,26,1,22,11.0
1297164,6851,prior,27,5,17,4.0
2712081,6851,test,28,0,16,2.0
1346070,6852,prior,1,4,09,
1988826,6852,prior,2,5,15,1.0
267850,6852,prior,3,3,08,19.0
23997,6852,prior,4,5,09,9.0
719781,6852,prior,5,1,08,3.0
839472,6852,prior,6,4,14,3.0
612716,6852,prior,7,3,14,30.0
3008187,6852,train,8,5,15,9.0
2203127,6853,prior,1,6,08,
137705,6853,prior,2,4,19,12.0
668158,6853,prior,3,1,14,30.0
1230957,6853,prior,4,4,12,17.0
1089931,6853,test,5,1,12,30.0
849616,6854,prior,1,2,21,
1830409,6854,prior,2,0,10,12.0
1860614,6854,prior,3,0,10,21.0
2744888,6854,prior,4,6,10,6.0
2879504,6854,train,5,6,09,14.0
2998885,6855,prior,1,2,17,
386535,6855,prior,2,0,16,30.0
3328010,6855,prior,3,3,16,30.0
